wtp_new,wtp_second,wtp_bio,wtp_recycle,wtp_workers,female,age,people_living,education,income,region,i_clothes_fashion,i_clothes_versatile,i_clothes_need,i_clothes_size,i_clothes_fit,i_clothes_easy,i_clothes_quality,i_clothes_cheap,i_clothes_value,i_clothes_know,i_clothes_prestigious,i_clothes_environment,second_stuff_dummy,bio_item_dummy,second_clothes_dummy,bio_clothes_dummy,second_precovid,second_covid,second_postcovid,bio_postcovid,bioc_covid,bio_precovid,no_second_app,no_second_quality,no_second_shop,no_second_environment,no_second_clean,no_second_size,no_second_fashion,bio_eco,bio_vintage,bio_quality,bio_pollution,bio_peer,no_bio_app,no_bio_expensive,no_bio_shop,no_bio_environment,no_bio_rare,no_bio_style,no_bio_fashion,no_bio_quality,poll_chemical_synt,poll_chemical_nat,poll_dye,poll_water,poll_biodegradable,pro_recycle,pro_label,pro_brown_firms,pro_packaging,pro_pub_transport,pro_pack_reuse,pro_donation,pro_reuse,pro_second_clothes,pro_label_clothes,pro_temp_clothes,pro_quality_clothes,pro_bio1_clothes,pro_bio2_clothes,wtp_cert_quality,wtp_cert_bio,wtp_cert_recycle,wtp_cert_workers,wtp_cert_workers_env,sustainable_sector,sustainable_phases,second_eco,second_vintage,second_quality,second_endlife,second_pollution,second_peer,sustainable_fashion_item1,sustainable_fashion_item2,sustainable_fashion_item3,sustainable_fashion_item4
6,3,8,7,6,Female,23,5,Secondary school,15000€-30000€,Lazio,Moderately,Slightly,Moderately,Important,Important,Important,Important,Important,Moderately,Important,Moderately,Important,Yes,Yes,Yes,Yes,Rarely,Often,Often,Rarely,Sometimes,Sometimes,,,,,,,,Very important,Important,Moderately,Moderately,Moderately,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Often,Often,Often,Sometimes,Sometimes,Always,Rarely,Rarely,Often,Sometimes,Sometimes,Often,Sometimes,Sometimes,Little amount,Pay enough,Pay enough,Little amount,Large amount,Environment,All items,Moderately,Moderately,Moderately,Important,Moderately,Important,7,6,7,8
10,3,10,10,10,Male,27,4,Postsecondary education,30000€-45000€,Emilia Romagna,Important,Important,Important,Important,Important,Moderately,Important,Moderately,Moderately,Moderately,Moderately,Slightly,Yes,No,No,No,,,,,,,Moderately,Important,Moderately,Moderately,Moderately,Important,Important,,,,,,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Agree,Undecided,Undecided,Undecided,Agree,Often,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Never,Rarely,Rarely,Often,Never,Rarely,Little amount,Little amount,Little amount,Little amount,Little amount,Environment,All items,,,,,,,7,7,6,7
10,5,10,10,10,Male,25,4,Postsecondary education,15000€-30000€,Abruzzo,Moderately,Important,Moderately,Moderately,Important,Important,Important,Important,Moderately,Important,Important,Important,Yes,Yes,Yes,Yes,Often,Sometimes,Often,Sometimes,Sometimes,Often,,,,,,,,Moderately,Moderately,Important,Moderately,Important,,,,,,,,,Agree,Undecided,Undecided,Undecided,Agree,Often,Sometimes,Rarely,Sometimes,Sometimes,Often,Sometimes,Often,Often,Sometimes,Sometimes,Often,Often,Often,Pay enough,Little amount,Little amount,Pay enough,Pay enough,Economy,Production,Important,Important,Moderately,Important,Important,Important,6,4,7,7
10,5,10,8,10,Male,24,3,Postsecondary education,15000€-30000€,Friuli Venezia Giulia,Slightly,Moderately,Moderately,Moderately,Slightly,Important,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Yes,Yes,No,Yes,,,,Sometimes,Sometimes,Rarely,Moderately,Important,Moderately,Slightly,Moderately,Moderately,Moderately,Important,Moderately,Moderately,Moderately,Moderately,,,,,,,,,Undecided,Disagree,Disagree,Undecided,Disagree,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Little amount,Pay enough,Pay enough,Little amount,Pay enough,Economy,Production,,,,,,,6,6,7,6
3,1,4,4,5,Male,24,4,Postsecondary education,0-15000€,Campania,Important,Important,Very important,Important,Important,Moderately,Important,Important,Important,Very important,Important,Moderately,No,Yes,No,Yes,,,,Sometimes,Sometimes,Often,Important,Important,Moderately,Moderately,Moderately,Moderately,Important,Important,Moderately,Important,Important,Moderately,,,,,,,,,Agree,Undecided,Undecided,Undecided,Undecided,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Rarely,Sometimes,Often,Sometimes,Sometimes,Sometimes,Pay enough,Pay enough,Large amount,Pay enough,Pay enough,Environment,Production,,,,,,,3,6,6,6
4,2,4,2,4,Male,59,3,Secondary school,15000€-30000€,Lombardia,Moderately,Important,Important,Important,Important,Moderately,Important,Moderately,Important,Moderately,Moderately,Moderately,Yes,Yes,No,Yes,,,,Sometimes,Sometimes,Sometimes,Slightly,Moderately,Slightly,Slightly,Moderately,Moderately,Moderately,Moderately,Slightly,Moderately,Moderately,Slightly,,,,,,,,,Agree,Undecided,Undecided,Undecided,Undecided,Always,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Pay enough,Little amount,Little amount,Little amount,Pay enough,All items,All items,,,,,,,5,6,5,6
5,1,8,8,8,Female,22,4,Postsecondary education,45000€-60000€,Lombardia,Slightly,Important,Very important,Very important,Very important,Very important,Very important,Moderately,Very important,Slightly,Slightly,Moderately,No,Yes,Yes,Yes,Rarely,Rarely,Rarely,Always,Always,Sometimes,,,,,,,,Important,Not at all,Very important,Important,Not at all,,,,,,,,,Strongly agree,Disagree,Strongly agree,Strongly agree,Agree,Often,Often,Rarely,Sometimes,Often,Rarely,Never,Rarely,Rarely,Often,Rarely,Often,Always,Often,Large amount,Large amount,Large amount,Large amount,Large amount,Environment,Production,Important,Not at all,Important,Slightly,Important,Not at all,10,6,9,10
8,3,10,10,10,Male,58,3,Secondary school,15000€-30000€,Piemonte,Slightly,Important,Important,Very important,Very important,Very important,Important,Important,Very important,Slightly,Slightly,Very important,Yes,Yes,Yes,Yes,Often,Often,Often,Often,Often,Often,,,,,,,,Very important,Slightly,Very important,Very important,Very important,,,,,,,,,Agree,Agree,Agree,Agree,Strongly agree,Always,Always,Always,Always,Always,Always,Often,Often,Often,Often,Always,Always,Always,Always,Pay enough,Pay enough,Pay enough,Large amount,Large amount,Environment,Design,Very important,Not at all,Very important,Important,Very important,Slightly,9,1,9,10
6,2,10,5,6,Female,30,3,Secondary school,0-15000€,Piemonte,Very important,Important,Very important,Very important,Very important,Important,Very important,Very important,Very important,Important,Moderately,Very important,Yes,No,Yes,No,Never,Never,Never,,,,,,,,,,,,,,,,Moderately,Important,Important,Important,Slightly,Slightly,Slightly,Not at all,Undecided,Agree,Undecided,Undecided,Undecided,Sometimes,Rarely,Sometimes,Sometimes,Often,Sometimes,Often,Often,Never,Sometimes,Often,Often,Often,Often,Large amount,Large amount,Pay enough,Large amount,Pay enough,Economy,Production,Slightly,Moderately,Moderately,Moderately,Moderately,Slightly,8,9,7,8
20,10,25,25,30,Male,25,4,Secondary school,15000€-30000€,Puglia,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Yes,No,Yes,Yes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,,,,,,,,Moderately,Moderately,Moderately,Moderately,Moderately,,,,,,,,,Undecided,Undecided,Undecided,Undecided,Undecided,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Little amount,Pay enough,Little amount,Pay enough,Pay enough,Environment,Production,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,1,7,1,9
10,5,7,6,7,Male,35,5,Secondary school,0-15000€,Emilia Romagna,Moderately,Slightly,Important,Very important,Very important,Moderately,Important,Important,Important,Moderately,Moderately,Moderately,Yes,Yes,No,Yes,,,,Rarely,Never,Sometimes,Important,Important,Moderately,Important,Moderately,Moderately,Important,Moderately,Slightly,Important,Important,Important,,,,,,,,,Undecided,Agree,Agree,Strongly agree,Agree,Always,Sometimes,Often,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Never,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Nothing,Little amount,Nothing,Nothing,Nothing,All items,All items,,,,,,,2,4,2,2
10,3,15,3,8,Female,26,4,Postsecondary education,45000€-60000€,Campania,Moderately,Moderately,Important,Moderately,Slightly,Slightly,Important,Moderately,Important,Important,Important,Not at all,Yes,No,No,Yes,,,,Often,Often,Often,Slightly,Important,Important,Not at all,Very important,Slightly,Slightly,Important,Moderately,Very important,Slightly,Not at all,,,,,,,,,Agree,Agree,Agree,Disagree,Agree,Often,Never,Never,Never,Rarely,Never,Never,Rarely,Never,Never,Never,Rarely,Often,Rarely,Little amount,Pay enough,Nothing,Nothing,Nothing,All items,Production,,,,,,,8,10,10,10
10,2,10,10,10,Female,48,4,Postsecondary education,15000€-30000€,Lombardia,Slightly,Important,Important,Important,Important,Important,Important,Moderately,Very important,Moderately,Moderately,Important,No,Yes,No,Yes,,,,Always,Always,Always,Slightly,Slightly,Slightly,Slightly,Slightly,Slightly,Slightly,Important,Slightly,Important,Important,Slightly,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Always,Always,Often,Often,Never,Always,Sometimes,Often,Never,Always,Sometimes,Often,Often,Sometimes,Little amount,Pay enough,Pay enough,Pay enough,Pay enough,All items,All items,,,,,,,7,7,7,7
6,3,8,8,12,Female,26,3,Postsecondary education,Preferisco non rispondere,Veneto,Moderately,Important,Moderately,Very important,Very important,Very important,Very important,Important,Very important,Moderately,Moderately,Important,Yes,Yes,Yes,Yes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,,,,,,,,Slightly,Slightly,Moderately,Moderately,Slightly,,,,,,,,,Undecided,Agree,Undecided,Agree,Agree,Often,Often,Sometimes,Often,Rarely,Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,Often,Often,Pay enough,Pay enough,Pay enough,Large amount,Large amount,Economy,Production,Moderately,Slightly,Moderately,Moderately,Important,Slightly,8,8,8,8
5,2,6,7,8,Female,30,5,Secondary school,Preferisco non rispondere,Lombardia,Slightly,Important,Important,Important,Important,Moderately,Very important,Very important,Very important,Moderately,Moderately,Important,Yes,Yes,Yes,Yes,Rarely,Sometimes,Sometimes,Often,Often,Sometimes,,,,,,,,Very important,Slightly,Very important,Very important,Moderately,,,,,,,,,Undecided,Undecided,Undecided,Undecided,Undecided,Always,Rarely,Often,Often,Rarely,Often,Rarely,Often,Sometimes,Rarely,Rarely,Often,Often,Often,Pay enough,Pay enough,Pay enough,Pay enough,Pay enough,Environment,All items,Important,Slightly,Important,Important,Important,Important,8,9,8,8
10,5,10,7,10,Male,27,2,Secondary school,Preferisco non rispondere,Liguria,Slightly,Moderately,Important,Important,Very important,Slightly,Important,Moderately,Very important,Slightly,Slightly,Slightly,Yes,No,No,Yes,,,,Rarely,Sometimes,Rarely,Important,Moderately,Important,Moderately,Important,Slightly,Slightly,Important,Moderately,Slightly,Moderately,Moderately,,,,,,,,,Agree,Undecided,Disagree,Disagree,Undecided,Sometimes,Rarely,Rarely,Sometimes,Often,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Rarely,Pay enough,Little amount,Pay enough,Little amount,Little amount,Environment,Production,,,,,,,6,8,3,8
5,4,4,6,5,Male,29,3,Postsecondary education,30000€-45000€,Emilia Romagna,Moderately,Slightly,Important,Important,Important,Slightly,Slightly,Moderately,Important,Moderately,Moderately,Slightly,Yes,Yes,No,Yes,,,,Often,Sometimes,Sometimes,Moderately,Slightly,Important,Moderately,Moderately,Slightly,Slightly,Important,Moderately,Moderately,Slightly,Important,,,,,,,,,Undecided,Undecided,Agree,Disagree,Undecided,Sometimes,Rarely,Rarely,Often,Rarely,Often,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Little amount,Pay enough,Little amount,Little amount,Little amount,Environment,Design,,,,,,,6,5,6,8
12,8,18,15,18,Male,27,3,Postsecondary education,45000€-60000€,Abruzzo,Slightly,Moderately,Very important,Very important,Very important,Important,Very important,Important,Very important,Slightly,Slightly,Important,Yes,Yes,Yes,Yes,Sometimes,Rarely,Sometimes,Often,Sometimes,Often,,,,,,,,Slightly,Slightly,Moderately,Very important,Slightly,,,,,,,,,Agree,Undecided,Agree,Strongly agree,Agree,Always,Always,Often,Always,Always,Often,Sometimes,Often,Sometimes,Often,Often,Often,Often,Often,Little amount,Pay enough,Pay enough,Pay enough,Pay enough,All items,All items,Moderately,Important,Important,Moderately,Important,Slightly,7,7,7,9
5,3,5,5,5,Male,30,3,Secondary school,15000€-30000€,Toscana,Moderately,Moderately,Very important,Very important,Important,Important,Very important,Very important,Very important,Moderately,Moderately,Moderately,Yes,Yes,No,Yes,,,,Rarely,Never,Sometimes,Very important,Moderately,Very important,Not at all,Not at all,Moderately,Slightly,Very important,Slightly,Very important,Moderately,Not at all,,,,,,,,,Strongly agree,Strongly disagree,Strongly agree,Agree,Undecided,Always,Never,Never,Never,Rarely,Often,Never,Always,Never,Never,Never,Often,Often,Never,Large amount,Large amount,Large amount,Large amount,Large amount,All items,All items,,,,,,,9,7,6,8
8,4,9,8,8,Male,19,5,Secondary school,Preferisco non rispondere,Basilicata,Moderately,Important,Important,Important,Moderately,Slightly,Very important,Very important,Important,Moderately,Slightly,Slightly,Yes,Yes,Yes,Yes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,,,,,,,,Moderately,Slightly,Slightly,Slightly,Slightly,,,,,,,,,Undecided,Undecided,Undecided,Undecided,Agree,Sometimes,Rarely,Sometimes,Rarely,Often,Sometimes,Sometimes,Often,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Pay enough,Pay enough,Little amount,Little amount,Little amount,Environment,Production,Moderately,Important,Moderately,Slightly,Slightly,Slightly,3,5,3,6
10,5,15,15,15,Female,24,2,Secondary school,Preferisco non rispondere,Lombardia,Important,Important,Very important,Very important,Moderately,Moderately,Moderately,Important,Important,Moderately,Moderately,Moderately,Yes,Yes,Yes,Yes,Rarely,Rarely,Often,Sometimes,Rarely,Rarely,,,,,,,,Slightly,Slightly,Moderately,Very important,Slightly,,,,,,,,,Disagree,Agree,Agree,Agree,Strongly agree,Always,Often,Sometimes,Often,Often,Always,Rarely,Often,Often,Often,Rarely,Sometimes,Sometimes,Sometimes,Pay enough,Pay enough,Pay enough,Pay enough,Large amount,Environment,Production,Slightly,Moderately,Moderately,Important,Very important,Moderately,9,9,9,9
15,7,15,15,15,Male,28,3,Secondary school,Preferisco non rispondere,Emilia Romagna,Moderately,Important,Very important,Very important,Very important,Moderately,Very important,Moderately,Important,Moderately,Moderately,Slightly,Yes,Yes,Yes,Yes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Often,,,,,,,,Slightly,Slightly,Important,Moderately,Not at all,,,,,,,,,Agree,Agree,Agree,Agree,Disagree,Always,Always,Never,Never,Never,Never,Rarely,Sometimes,Rarely,Rarely,Never,Always,Often,Rarely,Pay enough,Pay enough,Nothing,Little amount,Little amount,All items,Production,Slightly,Important,Important,Very important,Important,Not at all,7,7,8,8
10,3,15,10,15,Male,40,2,Secondary school,15000€-30000€,Sicilia,Slightly,Very important,Important,Very important,Very important,Very important,Important,Important,Important,Slightly,Slightly,Important,Yes,Yes,No,Yes,,,,Sometimes,Never,Sometimes,Important,Slightly,Important,Not at all,Important,Slightly,Slightly,Slightly,Slightly,Slightly,Important,Slightly,,,,,,,,,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Always,Often,Often,Often,Often,Often,Sometimes,Sometimes,Never,Often,Often,Often,Sometimes,Often,Little amount,Large amount,Pay enough,Pay enough,Large amount,Environment,Production,,,,,,,7,5,5,8
10,5,15,15,15,Male,39,4,Secondary school,30000€-45000€,Emilia Romagna,Slightly,Important,Important,Very important,Very important,Moderately,Important,Moderately,Important,Not at all,Not at all,Slightly,Yes,Yes,No,Yes,,,,Sometimes,Sometimes,Sometimes,Important,Moderately,Important,Important,Important,Very important,Moderately,Important,Slightly,Important,Important,Slightly,,,,,,,,,Agree,Undecided,Agree,Strongly agree,Agree,Always,Rarely,Rarely,Rarely,Never,Sometimes,Rarely,Often,Never,Rarely,Sometimes,Often,Rarely,Rarely,Little amount,Pay enough,Pay enough,Pay enough,Pay enough,All items,All items,,,,,,,5,6,7,9
6,3,8,7,8,Male,39,2,Secondary school,15000€-30000€,Lombardia,Moderately,Important,Important,Very important,Very important,Important,Important,Important,Important,Moderately,Moderately,Moderately,Yes,Yes,No,Yes,,,,Sometimes,Sometimes,Often,Moderately,Moderately,Important,Important,Important,Important,Important,Moderately,Moderately,Important,Moderately,Slightly,,,,,,,,,Undecided,Agree,Agree,Agree,Undecided,Always,Often,Sometimes,Rarely,Often,Sometimes,Often,Sometimes,Rarely,Often,Sometimes,Sometimes,Often,Sometimes,Little amount,Pay enough,Little amount,Pay enough,Little amount,All items,All items,,,,,,,8,8,7,8
15,5,15,15,15,Male,53,2,Postsecondary education,30000€-45000€,Piemonte,Slightly,Important,Moderately,Important,Important,Moderately,Important,Important,Very important,Moderately,Moderately,Moderately,Yes,Yes,Yes,Yes,Sometimes,Rarely,Rarely,Sometimes,Rarely,Sometimes,,,,,,,,Moderately,Slightly,Important,Moderately,Not at all,,,,,,,,,Agree,Undecided,Agree,Agree,Agree,Often,Sometimes,Sometimes,Often,Sometimes,Often,Rarely,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Pay enough,Pay enough,Pay enough,Pay enough,Pay enough,Environment,Production,Important,Moderately,Moderately,Moderately,Moderately,Not at all,7,7,6,6
10,2,10,5,7,Male,28,2,Secondary school,0-15000€,Lazio,Not at all,Important,Important,Very important,Important,Slightly,Important,Moderately,Very important,Slightly,Slightly,Slightly,Yes,No,No,No,,,,,,,Moderately,Slightly,Important,Not at all,Very important,Important,Slightly,,,,,,Important,Moderately,Moderately,Not at all,Important,Slightly,Not at all,Slightly,Undecided,Disagree,Agree,Undecided,Agree,Always,Sometimes,Never,Never,Sometimes,Sometimes,Never,Often,Never,Sometimes,Rarely,Often,Rarely,Never,Little amount,Pay enough,Little amount,Nothing,Nothing,Environment,Production,,,,,,,6,9,4,4
7,4,10,10,8,Male,50,3,Secondary school,15000€-30000€,Lombardia,Moderately,Important,Important,Important,Very important,Moderately,Important,Moderately,Important,Important,Moderately,Moderately,Yes,Yes,No,Yes,,,,Sometimes,Sometimes,Sometimes,Important,Important,Important,Moderately,Important,Slightly,Slightly,Very important,Moderately,Important,Important,Moderately,,,,,,,,,Agree,Undecided,Agree,Undecided,Strongly agree,Often,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Often,Sometimes,Sometimes,Pay enough,Large amount,Pay enough,Pay enough,Pay enough,Environment,Design,,,,,,,7,9,7,7
10,8,10,9,10,Female,34,3,Secondary school,15000€-30000€,Umbria,Moderately,Important,Important,Very important,Important,Very important,Very important,Very important,Very important,Slightly,Slightly,Moderately,Yes,Yes,Yes,Yes,Sometimes,Sometimes,Sometimes,Never,Never,Rarely,,,,,,,,Very important,Important,Important,Important,Not at all,,,,,,,,,Agree,Strongly disagree,Disagree,Undecided,Undecided,Always,Sometimes,Sometimes,Often,Rarely,Sometimes,Rarely,Often,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Little amount,Little amount,Little amount,Pay enough,Pay enough,Environment,Production,Moderately,Slightly,Important,Moderately,Moderately,Slightly,8,8,7,8
10,2,15,15,15,Male,21,2,Postsecondary education,15000€-30000€,Veneto,Important,Important,Very important,Important,Very important,Slightly,Very important,Important,Important,Important,Slightly,Very important,No,Yes,No,Yes,,,,Often,Often,Often,Important,Not at all,Not at all,Not at all,Very important,Not at all,Important,Not at all,Not at all,Very important,Very important,Not at all,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Always,Often,Sometimes,Sometimes,Often,Always,Rarely,Always,Never,Often,Rarely,Often,Often,Often,Large amount,Pay enough,Large amount,Large amount,Large amount,Environment,Production,,,,,,,3,9,9,9
